Name,Price,Reviews,Size,Category,Rating
"Earth's Best, Organic Whole Grain Oatmeal Cereal, 8 oz (227 g)",7.12,1533.0,227.0,baby-kids,4.4
"Oslomega, Norwegian Baby’s DHA with Vitamin D3, 2 fl oz (60 ml)",23.41,2195.0,,baby-kids,4.7
"Happy Family Organics, Happy Kid, Organic Apple, Blueberry & Pomegranate, 4 Pouches, 3.17 oz (90 g) Each",6.95,828.0,90.0,baby-kids,4.8
"All Terrain, Kids Herbal Armor, Natural Insect Repellent, 2.0 fl oz (59 ml)",6.85,2599.0,,baby-kids,4.4
"Doctor's Best, Doc's Kids, Elderberry Gummies with Vitamin C + Zinc, Berry Lemon Delight Flavor, 60 Gummies",19.82,393.0,,baby-kids,4.9
"GummiKing, Multi Vitamin + Mineral, Vegetables, Fruits + Fiber For Kids, 60 Gummies",10.06,11168.0,,baby-kids,4.6
"Hot Kid, Baby Mum-Mum, Banana Rice Rusks, 24 Rusks, 1.76 oz (50 g)",4.35,7132.0,50.0,baby-kids,4.9
"Solaray, Focus For Children, Grape Flavor, 60 Chewables",17.62,283.0,,baby-kids,4.5
"Mustela, Baby, Soothing Moisturizing Face Cream, 1.35 fl oz (40 ml)",17.95,122.0,,baby-kids,4.5
"SuncoatGirl, Water-Based Nail Polish Kit, Flare & Fancy, 10 Pieces",19.08,1034.0,,baby-kids,4.6
"California Gold Nutrition, Prenatal DHA for Pregnant & Nursing Mothers, 450 mg, 60 Softgels",26.53,1506.0,0.45,baby-kids,4.7
"Gerber, Smart Flow , Organic, Banana, Blueberry & Blackberry Oatmeal, 3.5 oz (99 g)",3.15,429.0,99.0,baby-kids,4.8
"Coromega, Omega-3, Gummy Fruits for Kids, 60 Gummy Fruits",19.96,2312.0,,baby-kids,4.7
"Plum Organics, Organic Applesauce Mashups with Strawberry, Blackberry & Blueberry, 4 Pouches, 3.17 oz (90 g) Each",7.08,485.0,90.0,baby-kids,4.8
"Gerber, Smart Flow, Organic, Banana, Mango, 3.5 oz (99 g)",3.11,308.0,99.0,baby-kids,4.7
"Sassy,  Developmental Bath Toy, Catch 'n Count Net,  6 + Months, 4 Piece Set",8.74,218.0,,baby-kids,4.6
"Gerber, Sweet Potato, 2 Pack, 2 oz (56 g) Each",2.84,461.0,56.0,baby-kids,4.6
"Happy Family Organics, Organic Baby Food, Stage 2, Clearly Crafted, Pears, Kale & Spinach, 6+ Months, 4 oz (113 g)",2.99,485.0,113.0,baby-kids,4.7
"Sundown Naturals Kids, Complete Multivitamin Gummies, Disney Frozen II, Natural Strawberry, Watermelon & Raspberry Flavors, 180 Gummies",21.49,5590.0,,baby-kids,4.8
"Happy Family Organics, Happy Tot, Super Bellies, Organic Bananas, Carrots & Strawberries, 4 oz (113 g)",3.12,98.0,113.0,baby-kids,4.8
"Happy Family Organics, Organics Happy Tot, 12+ Months, Mac & Cheese, 4.5 oz (128 g)",5.53,76.0,128.0,baby-kids,3.3
"Weleda, Calendula Soap, 3.5 oz (100 g)",12.03,804.0,100.0,baby-kids,4.7
"Rainbow Light, Prenatal One Multivitamin, 150 Tablets",66.92,5999.0,,baby-kids,4.6
"ATTITUDE, Fabric Softener, Fragrance-Free, 40 Loads, 33.8 fl oz ",21.05,405.0,,baby-kids,4.2
"Gerber, Apple, Strawberry, Banana, 2 Packs, 4 oz (113 g) Each",3.01,391.0,113.0,baby-kids,4.8
"Smith & Vandiver, Bath Party Fizzie Fun, 2.2 oz (60 g)",3.71,1117.0,60.0,baby-kids,4.1
"Hello, Kids, Fluoride Toothpaste, Unicorn Sparkle, Ages 2+, Bubble Gum, 4.2 oz (119 g)",6.92,92.0,119.0,baby-kids,4.8
"Brush Buddies, Poppin', Milky Wayne Cow, Soft, 1 Toothbrush",6.23,805.0,,baby-kids,4.6
"Gerber, Banana Blackberry Blueberry, 2nd Foods, 2 Pack, 4 oz (113 g) Each",3.01,43.0,113.0,baby-kids,4.9
"Garden of Life, Baby, Probiotic, 4 Billion CFU, 1.9 fl oz ( 56 ml)",27.99,182.0,,baby-kids,4.7
"Mustela, Foam Shampoo for Newborns, 5.07 fl oz (150 ml)",20.29,188.0,,baby-kids,4.8
"Garden of Life, Vitamin Code, RAW prenatal, 180 Vegetarian Capsules",76.19,7491.0,,baby-kids,4.8
"Neosporin, +Pain Relief Cream, For Kids Ages 2+, 0.5 oz (14.2 g)",10.32,294.0,14.2,baby-kids,4.7
"SheaMoisture, Baby Lotion, with Frankincense & Myrrh, All Skin Types, 13 fl oz (384 ml)",12.77,2764.0,,baby-kids,4.3
"Aveeno, Baby, Daily Moisture Lotion, Fragrance Free, 12 fl oz (354 ml)",14.2,5916.0,,baby-kids,4.6
"Plum Organics, Mighty Morning, Fruit & Whole Grain Snack,  Banana, Blueberry, Oat, Quinoa, Tots, 4 Pouches, 3.17 oz (90 g) Each",8.5,19.0,90.0,baby-kids,4.8
"Happy Family Organics, Organic Baby Food, Stage 2, Clearly Crafted, 6+, Bananas, Pineapple, Avocado & Granola, 4 oz (113 g) ",3.01,452.0,113.0,baby-kids,4.7
"The Honest Company, Diaper Rash Cream, 2.5 oz (70.8 g)",15.59,77.0,70.8,baby-kids,4.7
"Plum Organics, Super Puffs, Organic Grain Cereal Snack, Strawberry with Beet, 1.5 oz (42 g)",5.09,2694.0,42.0,baby-kids,4.8
"Bio-Oil, Skincare Oil, 6.7 fl oz (200 ml)",41.92,5322.0,,baby-kids,4.5
"Wiley's Finest, Wild Alaskan Fish Oil, For Kids!, Elementary EPA, Natural Mango Peach Flavor, 1,500 mg, 4.23 fl oz (125 ml)",43.69,390.0,0.5,baby-kids,4.7
"Solgar, U-Cubes, Children's Calcium With D3,  Strawberry, 120 Gummies",24.1,3794.0,,baby-kids,4.8
"Hot Kid, Toddler Mum-Mum, Organic Rice Biscuits, Sweet Potato & Pomegranate, 12 Packs, 2.12 oz (60 g)",3.96,2099.0,60.0,baby-kids,4.7
"Nature's Plus, Source of Life, Animal Parade, Gold Liquid, Tropical Berry, 30 fl oz (887.10 ml)",38.79,389.0,,baby-kids,4.7
"Happy Family Organics, HappyTot, SuperFoods, Bananas, Peaches & Mangos + Super Chia, 4.22 oz (120 g)",2.84,391.0,120.0,baby-kids,4.7
"L'il Critters, Omega-3, Raspberry-Lemonade , 120 Gummies",17.15,7721.0,,baby-kids,4.7
"Hyland's, 4 Kids, Cold & Mucus, Daytime, Ages 2-12, 4 fl oz (118 ml)",12.46,402.0,,baby-kids,4.6
"Sprout Organic, Crinklez, Popped Chickpea & Veggie Snack, 12 Months & Up, Pumpkin & Carrot, 1.48 oz (42 g)",5.54,446.0,42.0,baby-kids,4.4
"Flintstones, Children's Multivitamin with Iron, Fruit Flavors, 60 Chewable Tablets",16.39,2795.0,,baby-kids,4.7
"Carlson Labs, Kid's, Super Daily D3+K2, 25 mcg (1,000 IU) & 22.5 mcg, 0.34 fl oz (10.16 ml)",44.13,743.0,,baby-kids,4.8
"Hot Kid, Baby Mum-Mum, Organic Rice Rusk, Blueberry & Goji Rice Rusks, 24 Rusks, 17.6 oz  (50 g) Each",5.07,2318.0,50.0,baby-kids,4.8
"Orajel, Paw Patrol Anticavity Fluoride Toothpaste, Bubble Berry, 4.2 oz (119 g)",4.6,2037.0,119.0,baby-kids,4.8
"Happy Family Organics, Organic Baby Food, Stage 1, Mangos, 3.5 oz (99 g)",2.84,298.0,99.0,baby-kids,4.6
"Rainbow Research, Kids Shampoo & Body Wash, Original, 12 fl oz (360 ml)",9.36,536.0,,baby-kids,4.5
"Gerber, Smart Flow, Organic, Pear, Blueberry, Apple, Avocado, 3.5 oz (99 g)",2.89,578.0,99.0,baby-kids,4.7
"Sambucol, Black Elderberry Syrup, For Kids, Berry Flavor, 4 fl oz (120 ml)",17.59,9836.0,,baby-kids,4.8
"Gerber, Puffs Cereal Snack,  8+ Months, Sweet Potato, 1.48 oz (42 g)",5.43,1432.0,42.0,baby-kids,4.7
"Gerber, Smart Flow, Organic, Pear, Peach, Strawberry, 3.5 oz (99 g)",3.42,358.0,99.0,baby-kids,4.8
"Gerber, Organic Puffs, 8 + Months, Fig Berry, 1.48 oz (42 g)",5.57,1330.0,42.0,baby-kids,4.8
"NUK, First Essentials Bunch-a-Bowls, 4+ Months, 4 Bowls and Lids",8.43,1530.0,,baby-kids,4.7
"Tom's of Maine, Children's, Fluoride Toothpaste, Silly Strawberry,  5.1 oz (144 g)",8.4,236.0,144.0,baby-kids,4.7
"Sprout Organic, Crinklez, Popped Chickpea & Veggie Snack, 12 Months & Up, Cheddar & Spinach, 1.48 oz (42 g)",5.54,406.0,42.0,baby-kids,4.4
"Johnson's Baby, Baby Lotion, 16.9 fl oz (500 ml)",12.41,555.0,,baby-kids,4.3
"Vaseline, Baby Healing Jelly, Skin Protectant, 13 oz (368 g)",10.21,505.0,368.0,baby-kids,4.7
"ATTITUDE, Little Leaves Science, Foaming Hand Soap, Blueberry, 10 fl oz (295 ml)",10.13,261.0,,baby-kids,4.7
"Culturelle, Kids,  Probiotic + Fiber, Regularity, 1+ Years, 24 Single Serve Packets ",41.7,241.0,,baby-kids,4.7
"Sassy, Inspire the Senses, Pop n' Push Car, 6 - 24 Months, 1 Car",11.11,199.0,,baby-kids,4.8
"Desert Essence, Kids, Toothpaste Gel, Green Apple Watermelon, 4.7 oz (133 g)",4.85,509.0,133.0,baby-kids,4.8
"Gerber, Pear, 2 Pack, 4 oz (113 g) Each",4.1,106.0,113.0,baby-kids,4.8
"Vitables, Zinc Plus for Children, Tangerine Flavor, 90 Lozenges",14.05,1823.0,,baby-kids,4.8
"Nature's Plus, Source of Life, Animal Parade, Vitamin D3, Black Cherry , 500 IU, 90 Animal-Shaped Tablets",9.52,8938.0,,baby-kids,4.8
"Nature's Plus, Source of Life, Animal Parade, Vitamin C, Children's Chewable Supplement, Sugar Free, Natural Orange Juice Flavor, 90 Animal-Shaped Tablets",14.69,6566.0,,baby-kids,4.8
"Nature's Plus, Source of Life, Animal Parade, Children's Chewable Multi-Vitamin and Mineral Supplement, Natural Assorted Flavors, 180 Animal-Shaped Tablets",29.66,8809.0,,baby-kids,4.8
"Carlson Labs, Kid's Norwegian, The Very Finest Fish Oil, Natural Lemon, 800 mg, 6.7 fl oz (200 ml)",33.09,8085.0,0.8,baby-kids,4.9
"Natural Factors, Big Friends, Chewable Vitamin D3, Berry Bunch, 10 mcg, 250 Chewable Tablets",10.97,5494.0,,baby-kids,4.9
"Nature's Plus, Source of Life, Animal Parade, Vitamin D3, Sugar Free, Natural Black Cherry, 12.5 mcg (500 IU), 90 Animal-Shaped Tablets",11.85,3519.0,,baby-kids,4.8
"Nordic Naturals, Baby's Vitamin D3, 400 IU, 0.37 fl oz (11 ml)",21.16,5544.0,,baby-kids,4.9
"Natural Factors, Vitamin D3 Drops for Kids, Unflavored, 10 mcg (400 IU), 0.5 fl oz (15 ml)",10.97,5732.0,,baby-kids,4.9
"Garden of Life, Vitamin Code, Kids, Chewable Whole Food Multivitamin for Kids, Cherry Berry, 60 Chewable Bears",34.72,8066.0,,baby-kids,4.6
"Now Foods, Solutions, XyliWhite, Kids Toothpaste Gel, Bubblegum Splash, 3 oz (85 g)",4.43,7127.0,85.0,baby-kids,4.8
"FutureBiotics, M.V. Teen, 90 Capsules",10.88,6796.0,,baby-kids,4.8
"Thorne Research, Basic Prenatal, 90 Capsules",42.14,1726.0,,baby-kids,4.7
"Vitables, Gummy Vitamin C For Children, No Gelatin, Orange, 60 Vegetarian Gummies",12.49,1971.0,,baby-kids,4.7
"Vitables, Chewable Multi-Vitamins with Probiotics & Enzymes for Children, Assorted Fruit Flavors, 120 Chewable Tablets",28.09,2479.0,,baby-kids,4.6
"Nordic Naturals, Nordic Omega-3 Fishies, For Ages 2+, Yummy Tutti Frutti Taste, 300 mg, 36 Fishies",29.51,3881.0,0.3,baby-kids,4.8
"SheaMoisture, Kids Curling Butter Cream, Coconut & Hibiscus, 6 oz (170 g)",12.73,2404.0,170.0,baby-kids,4.5
"Solgar, U-Cubes, Children's Vitamin C Gummies, Orange & Strawberry, 90 Gummies",15.66,1372.0,,baby-kids,4.8
"MegaFood, Kids B Complex, 30 Tablets",20.41,6045.0,,baby-kids,4.8
"Nature's Plus, Source of Life, Animal Parade, Children's Chewable Inner Ear Support, Natural Cherry, 90 Animals-Shaped Tablets",22.81,4078.0,,baby-kids,4.7
"California Gold Nutrition, Sambucus for Kids, European Black Elderberry Syrup with Echinacea, 4 fl oz (120 ml)",9.84,1622.0,,baby-kids,4.8
"Vitables, Chewable Vitamin C for Children, Orange, 90 Vegetarian Tablets",12.49,611.0,,baby-kids,4.7
"Nature's Plus, Source of Life, Power Teen for Him, Natural Wild Berry, 60 Chewable Tablets",23.57,2686.0,,baby-kids,4.8
"Gerber, Grow Mighty, Complete Kids Multivitamin, Ages 2+,  60 Gummies",12.6,3783.0,,baby-kids,4.7
"Garden of Life, Dr. Formulated Probiotics, Organic Kids +, Tasty Organic Berry Cherry, 30 Yummy Chewables",29.12,2291.0,,baby-kids,4.8
"Garden of Life, MyKind Organics, Kids Multi, Organic Fruit Flavor, 120 Vegan Gummy Bears",40.32,1955.0,,baby-kids,4.8
"Aveeno, Baby, Daily Moisture Lotion, Fragrance Free, 18 fl oz (532 ml)",17.07,5916.0,,baby-kids,4.6
"Gerber, Lil' Crunchies, 8+ Months, Ranch, 1.48 oz (42 g)",4.83,1727.0,42.0,baby-kids,4.7
"Boiron, ColdCalm, Cold Relief, 6 Months & Up, 30 Single Oral Liquid Doses, .034 fl oz Each",17.51,700.0,,baby-kids,4.6
"Eucerin, Baby, Eczema Relief, Cream, 8 oz (226 g)",19.49,3682.0,226.0,baby-kids,4.6
"Nature's Way, Sambucus for Kids, Standardized Elderberry, Immune Syrup, 4 fl oz (120 ml)",15.53,7473.0,,baby-kids,4.8
"Gerber, Oatmeal, Single Grain Cereal, 8 oz (227 g)",5.66,1014.0,227.0,baby-kids,4.7
"Plum Organics, Teensy Soft Fruits Snacks, Tots, Peach, 5 Packs, 0.35 oz (10 g) Each",5.09,1762.0,10.0,baby-kids,4.7
"Gerber, Pea, 2 Pack, 2 oz (56 g) Each",2.84,360.0,56.0,baby-kids,4.5
"Nature's Way, Primadophilus, Kids, Age 2-12, Cherry , 3 Billion CFU, 60 Chewable Tablets",23.39,1037.0,,baby-kids,4.8
"Zahler, Junior Multi, Complete One-Daily Multi-Vitamin, Natural Cherry Flavor, 90 Chewable Tablets",22.24,730.0,,baby-kids,4.8
"Garden of Life, Dr. Formulated Probiotics, Organic Kids +, Tasty Organic Watermelon, 30 Yummy Chewables",29.12,788.0,,baby-kids,4.7
"Orajel, Paw Patrol Training Toothpaste, Fluoride Free, Fruity Fun, 1.5 oz (42.5 g)",5.46,1680.0,42.5,baby-kids,4.7
"Happy Family Organics, Organic Teether Crackers, Mango & Pumpkin with Amaranth, 12 Packs, 0.14 oz (4 g) Each",7.3,611.0,4.0,baby-kids,4.7
"Johnson's Baby, Kids, Shiny & Soft, Shampoo, 13.6 fl oz (400 ml)",7.68,855.0,,baby-kids,4.6
"Aveeno, Baby, Sensitive, All Over Wipes,  64 Wipes",6.32,496.0,,baby-kids,4.6
"Plackers, Kid's Dual Gripz, Dental Flossers with Fluoride, Fruit Smoothie Swirl, 75 Count",5.12,2333.0,,baby-kids,4.8
"Sambucol, Black Elderberry, Kids Gummies, 30 Gummies",17.59,535.0,,baby-kids,4.8
"NatraBio, Children's Cough Syrup, Yummy Cherry-Berry Flavor, 4 fl oz (120 ml)",18.71,2366.0,,baby-kids,4.5
"Earth's Best, Organic Whole Grain Multi-Grain Cereal, 8 oz (227 g)",7.12,905.0,227.0,baby-kids,4.5
"GummYum!, Vitamin C Gummies, Natural Tart Orange Flavor, 125 mg, 60 Gummies",9.42,1222.0,0.125,baby-kids,4.8
"Crest, Kids, Fluoride Anticavity Toothpaste, For Ages 2+, Bubblegum Rush, 4.2 oz (119 g)",4.69,606.0,119.0,baby-kids,4.8
"GNC, Milestones, Teen Multivitamin, For Girls 12-17, 120 Caplets",31.82,104.0,,baby-kids,4.9
"Planetary Herbals, Calm Child, Herbal Syrup, 4 fl oz (118.28 ml)",20.37,383.0,,baby-kids,4.5
"Palmer's, Cocoa Butter Formula, Massage Body Oil for Stretch Marks, 3.4 fl oz (100 ml)",13.03,512.0,,baby-kids,4.7
"Kyolic, Kids Probiotic, Vanilla, 60 Chewable Tablets",19.07,1143.0,,baby-kids,4.7
"Arm & Hammer, Kid's Spinbrush, Paw Patrol, Soft, 1 Battery Powered Toothbrush",10.22,1373.0,,baby-kids,4.7
"Vitables, Gummy Vitamin D3 for Children, Gelatin Free, Strawberry, 60 Vegetarian Gummies",12.49,534.0,,baby-kids,4.7
"Aveeno, Baby, Calming Comfort Lotion, Lavender & Vanilla, 18 fl oz (532 ml)",17.07,2878.0,,baby-kids,4.7
"Natrol, Kids, Melatonin, Ages 4+, Berry, 60 Gummies",12.47,369.0,,baby-kids,4.7
"Nature's Plus, Source of Life, Children's Chewable Multi-Vitamin and Mineral Supplement, Natural Grape Flavor, 180 Animals",29.66,734.0,,baby-kids,4.7
"SheaMoisture, Kids Extra-Moisturizing Detangler, Coconut & Hibiscus, 8 fl oz (237 ml)",13.5,625.0,,baby-kids,4.6
"Life Extension, Children's Formula, Life Extension Mix, Natural Berry, 120 Chewable Tablets",29.26,1210.0,,baby-kids,4.8
"Carlson Labs, Kid's, Vitamin D3 Gummies, Natural Fruit Flavors, 25 mcg (1,000 IU), 60 Gummies",18.6,430.0,,baby-kids,4.9
"ChildLife, Organic Vitamin D3 Drops, Natural Berry Flavor, 400 IU, 0.338 fl oz (10 ml)",8.89,3383.0,,baby-kids,4.8
"Doctor's Best, Doc's Kids, Vitamin D3 Gummies, All Natural Fruit Flavors, 25 mcg (1,000 IU), 60 Natural Fruit Pectin Gummies",14.85,611.0,,baby-kids,4.9
"Vitables, Gummy Propolis & Echinacea for Children, Free Gelatin, Raspberry, 60 Vegetarian Gummies",10.92,908.0,,baby-kids,4.7
"Mommy's Bliss, Night Time, Gripe Water, 1 Month+, 4 fl oz (120 ml)",20.76,1742.0,,baby-kids,4.4
"Happy Family Organics, Superfood Puffs, Organic Grain Snack, Kale & Spinach, 2.1 oz (60 g)",5.27,3675.0,60.0,baby-kids,4.7
"Palmer's, Cocoa Butter Formula with Vitamin E, Bust Cream, 4.4 oz (125 g)",12.94,3489.0,125.0,baby-kids,4.4
"Nature's Plus, Source of Life, Animal Parade Gold, Children's Chewable Multi-Vitamin & Mineral Supplement, Natural Watermelon, 120 Animal-Shaped Tablets",29.66,1373.0,,baby-kids,4.8
"ChildLife, Essentials, First Defense, 4 fl oz (118.5 ml)",27.41,2197.0,,baby-kids,4.7
"Nature's Plus, Source of Life, Animal Parade, Omega 3/6/9 Junior, Natural Lemon Flavor, 90 Softgels",28.85,2136.0,,baby-kids,4.8
"Happy Family Organics, Organic Yogis, Freeze Dried Yogurt & Fruit Snacks, Banana & Mango, 1 oz (28 g)",6.59,3629.0,28.0,baby-kids,4.7
"Gerber, Organic Teethers, Gentle Teething Wafers, 7+ Months, Blueberry Apple Beet, 12 Packs, 2 Wafers Each",7.46,1309.0,,baby-kids,4.7
"Hello, Kids, Fluoride Free Toothpaste, Watermelon, 4.2 oz (119 g)",6.92,1195.0,119.0,baby-kids,4.7
"Mild By Nature, Tear-Free Baby Shampoo & Body Wash, Peach, 12.85 fl oz (380 ml)",9.36,5338.0,,baby-kids,4.6
"Gerber, Organic, Grain & Grow, Soft Baked Grain Bars, 12+ Months, Banana Mango Pineapple, 8 Bars, 19 g Each",6.59,930.0,19.0,baby-kids,4.7
"Garden of Life, Kids, Vitamin D3, Orange Flavor, 20 mcg (800 IU), 60 Vegetarian Gummies",19.03,441.0,,baby-kids,4.9
"SmartyPants, Kid Formula and Fiber, Strawberry Banana, Orange and Lemon, 120 Gummies",37.46,1286.0,,baby-kids,4.9
"Nordic Naturals, Prenatal DHA, Unflavored Formula, 830 mg, 90 Soft Gels",38.41,3164.0,0.83,baby-kids,4.8
"GummiKing, Lutein + Zeaxanthin for Kids, Mango, 60 Gummies",20.37,231.0,,baby-kids,4.8
"Zarbee's, Children's Elderberry Immune Support, Natural Berry Flavor, For Ages 2+, 42 Gummies",26.97,627.0,,baby-kids,4.7
"Garden of Life, Vitamin Code, Kids, Chewable Whole Food Multivitamin, Cherry Berry, 30 Chewable Bears",21.27,8066.0,,baby-kids,4.6
"Ddrops, Booster, Liquid Vitamin D3, 600 IU, 0.09 fl oz (2.8 ml)",19.73,1239.0,,baby-kids,4.8
"Crest, Kids, Fluoride Anticavity Toothpaste, Sparkle Fun, 4.6 oz (130 g)",4.77,1382.0,130.0,baby-kids,4.8
"Carlson Labs, Baby's Super Daily D3, 10 mcg (400 IU), 0.35 fl oz (10.3 ml)",18.82,2860.0,,baby-kids,4.9
"ChildLife, Probiotics with Colostrum, Mixed Berry Flavor, 90 Chewable Tablets",29.9,2523.0,,baby-kids,4.6
"Traditional Medicinals, Organic Pregnancy Tea, Raspberry Leaf, Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",6.56,912.0,28.0,baby-kids,4.6
"MegaFood, Baby & Me 2, 60 Tablets",44.9,3463.0,,baby-kids,4.8
"Vitables, Chewable Magnesium for Children, Cherry, 90 Vegetarian Tablets",14.05,1800.0,,baby-kids,4.7
"SuncoatGirl, Water-Based Nail Polish Kit, Party Palette, 10 Pieces",19.08,3103.0,,baby-kids,4.6
"Gerber, Probiotic Oatmeal Cereal, Banana,  8 oz (227 g)",6.67,382.0,227.0,baby-kids,4.7
"Nature's Way, Primadophilus, Kids, Age 2-12, Orange Flavored, 3 Billion CFU, 30 Chewable Tablets",14.03,3708.0,,baby-kids,4.6
"Gerber, Probiotic Rice Cereal, Banana Apple, 8 oz (227 g)",7.41,1049.0,227.0,baby-kids,4.8
"Gerber, Puffs Cereal Snack, 8+ Months, Vanilla, 1.48 oz (42 g)",4.39,1115.0,42.0,baby-kids,4.8
"Garden of Life, Dr. Formulated Probiotics, Once Daily Prenatal, 30 Vegetarian Capsules",30.24,1254.0,,baby-kids,4.7
"Gerber, Rice Cereal, Single Grain, 8 oz (227 g)",5.66,1569.0,227.0,baby-kids,4.6
"Nordic Naturals, Children's DHA, Ages 1-6, Strawberry, 530 mg, 8 fl oz (237 ml)",37.08,16797.0,0.53,baby-kids,4.8
"Nature's Way, Primadophilus, Children, 4.9 oz (141 g)",22.61,2150.0,141.0,baby-kids,4.7
"Bioray, Kids, NDF Tummy, 11-Strain Probiotic Blend, Raspberry Flavor, 2 fl oz (60 ml)",37.44,1523.0,,baby-kids,4.7
"MegaFood, Baby & Me 2, 120 Tablets",86.71,3463.0,,baby-kids,4.8
"Gerber, Puffs Cereal Snack, 8+ Months, Apple Cinnamon, 1.48 oz (42 g)",4.83,1371.0,42.0,baby-kids,4.8
"Childlife Clinicals, Bone Health, Liquid Calcium/Magnesium Formula with Vitamin D3 & Vitamin K2, Natural Orange, 16 fl oz (473 ml)",45.18,369.0,,baby-kids,4.8
"Gerber, Lil' Crunchies, 8+ Months, Vanilla Maple, 1.48 oz (42 g)",4.83,583.0,42.0,baby-kids,4.6
"NATURELO, Prenatal Multivitamin, 180 Vegetarian Capsules",67.34,982.0,,baby-kids,4.5
"Plum Organics, Organic Baby Food, Stage 1, Just Prunes, 3.5 oz (99 g)",2.84,670.0,99.0,baby-kids,4.6
"Johnson's Baby, Kids, Curl Defining, Shampoo, 13.6 fl oz (400 ml)",7.68,951.0,,baby-kids,4.5
"UpSpring, Probiotic + Colostrum, Unflavored Powder, 30 Packets , 0.74 oz (21 g) Each",31.2,759.0,21.0,baby-kids,4.7
"Nature's Plus, Source of Life, Power Teen, 90 Tablets",27.36,706.0,,baby-kids,4.8
"Garden of Life, MyKind Organics, Kids Multi, Organic Cherry Flavor, 120 Vegan Gummy Bears",40.32,700.0,,baby-kids,4.8
"Gerber, Organic, Grain & Grow, Soft Baked Grain Bars, 12+ Months, Raspberry Pomegranate, 8 Individually Wrapped Bars",6.59,995.0,,baby-kids,4.8
"NatraBio, Children's Cough & Mucus, Alcohol Free, Yummy Berry Natural Flavor, 4 Months and Up, 4 fl oz (120 ml)",13.1,549.0,,baby-kids,4.8
"KAL, Enhanced Energy, Teen, Memory & Concentration Blend, 60 Vegetarian Tablets",26.52,1559.0,,baby-kids,4.6
"SuncoatGirl, Water-Based Nail Polish Kit, Flare & Fancy, 10 Pieces",19.08,1034.0,,baby-kids,4.6
"RADIUS, Organic Toothpaste, For Kids, 6 Months+, Coconut Banana, 3 oz (85 g)",10.6,1615.0,85.0,baby-kids,4.7
"Crest, Kids, Fluoride Anticavity Toothpaste, For Ages 2+, Strawberry Rush, 4.2 oz (119 g)",4.69,490.0,119.0,baby-kids,4.9
"Jack n' Jill, Natural Toothpaste, Flavor Free, 1.76 oz (50 g)",10.91,1147.0,50.0,baby-kids,4.8
"Natrol, Kids, Melatonin,  Fast Dissolve, Ages 4 & Up, Strawberry, 30 Tablets",10.91,154.0,,baby-kids,4.8
"Nordic Naturals, Omega Focus Junior, Ages 6-18, 120 Mini Soft Gels",53.0,429.0,,baby-kids,4.8
"ChildLife, Probiotics with Colostrum Powder, Natural Orange/Pineapple Flavor, 1.7 oz",29.9,2072.0,,baby-kids,4.6
"RADIUS, Pure Brush, 6 Months+, Ultra Sensitive, 1 Toothbrush",6.07,4864.0,,baby-kids,4.6
"Childlife Clinicals, Liquid Iron, Natural Berry, 4 fl oz (118 ml)",38.94,335.0,,baby-kids,4.8
"Himalaya, Gentle Baby Shampoo, Hibiscus and Chickpea, 6.76 fl oz (200 ml)",4.89,5060.0,,baby-kids,4.5
"Tooth Tissues, My Dentist's Choice, Dental Wipes for Baby and Toddler Smiles, 30 Wipes",11.33,1282.0,,baby-kids,4.4
"Cococare, Cocoa Butter Cream, 15 oz (425 g)",9.35,4630.0,425.0,baby-kids,4.3
"ChildLife, Omega-3 DHA + Choline SoftMelts, Natural Passion Fruit Flavor, 27 Tablets",23.66,141.0,,baby-kids,4.9
"Nature's Plus, Source of Life,  Animal Parade, Children's Chewable Multi-Vitamin & Mineral Supplement, Grape, 90 Animal-Shaped Tablets",16.55,68.0,,baby-kids,4.9
"Bluebonnet Nutrition, Rainforest Animalz, Vitamin D3, Natural Mixed Berry Flavor, 400 IU, 90 Chewable Tablets",11.17,913.0,,baby-kids,4.9
"Gerber, Organic Yogurt Melts,  8 + Months, Red Berries, 1.0 oz (28 g)",7.34,378.0,28.0,baby-kids,4.7
"Zarbee's, Children's Cough Syrup + Mucus, Dark Honey & Ivy Leaf, For Children 2-12 Years, Natural Grape, 4 fl oz (118 ml)",12.61,2569.0,,baby-kids,4.7
"Rainbow Research, Kids Detangling Conditioner, Creamy Vanilla, 8 fl oz (240 ml)",7.27,1264.0,,baby-kids,4.3
"Comvita, Kids, Soothing Pops, UMF 10+ Manuka Honey, 3 Flavor Variety Pack, 15 Pops, 4 oz (112 g)",14.81,392.0,112.0,baby-kids,4.7
"Now Foods, Prenatal Gels + DHA, 180 Softgels",45.41,1627.0,,baby-kids,4.8
"Bluebonnet Nutrition, Super Earth, Rainforest Animalz, Vitamin C, Natural Orange Flavor, 90 Animal-Shaped Chewables",14.92,818.0,,baby-kids,4.8
"Lansinoh, Stay Dry Nursing Pads, 60 Pads",12.64,1792.0,,baby-kids,4.6
"OmegaVia, Kids' Omega-3 Chewies, Strawberry Citrus, 45 Chewies",35.88,193.0,,baby-kids,4.8
"Happy Family Organics, Happy Kid, Banana + Chocolate, Fruit & Oat Bar, 5 Bars, 0.99 oz (28 g) Each",6.21,427.0,28.0,baby-kids,3.9
